"id","kjonn","alder","okonomi","polskala","abort"
2370,1,42,2,2,NA
2372,0,54,3,2,4
2376,0,43,2,1,4
2379,0,39,1,4,1
2381,0,68,2,5,2
2382,0,50,2,2,4
2383,0,21,2,1,4
2384,1,26,2,3,4
2387,0,63,2,3,4
2389,0,68,3,2,4
2390,1,41,1,3,5
2391,1,37,1,3,4
2393,0,19,3,5,2
2394,0,17,2,3,2
2395,1,68,3,3,4
2398,0,20,2,2,1
2400,0,23,2,1,5
2403,0,46,1,6,4
2407,1,27,3,1,5
2408,0,31,2,1,5
2411,1,54,2,2,5
2412,1,40,3,1,4
2413,1,27,3,2,4
2414,1,34,3,1,5
2416,0,46,3,2,5
2419,1,45,3,1,5
2420,0,61,2,1,2
2425,1,31,2,2,2
2426,0,61,2,3,4
2429,1,56,2,2,2
2430,1,40,3,1,4
2433,1,28,2,2,5
2435,0,32,2,3,3
2436,0,49,3,3,3
2442,1,33,2,1,4
2446,0,62,2,3,3
2447,1,25,3,2,4
2448,1,55,3,1,5
2449,0,71,3,2,2
2451,1,40,2,3,5
2452,1,47,1,2,4
2453,0,30,2,2,4
2454,0,37,2,2,2
2455,1,54,2,2,4
2456,0,76,2,3,2
2458,1,72,2,1,4
2460,0,17,3,1,5
2463,1,74,2,1,4
2464,0,34,2,1,5
2466,0,31,2,1,5
2468,0,45,1,2,2
2469,0,66,2,4,3
2470,1,40,2,1,4
2471,1,63,3,1,4
2477,1,30,1,1,5
2478,1,51,2,1,4
2480,0,76,3,1,4
2481,1,72,3,1,NA
2483,1,38,2,2,2
2484,0,16,2,1,4
2485,1,25,2,1,5
2486,0,61,3,2,4
2487,1,30,2,1,2
2489,1,48,3,2,5
2491,1,29,2,1,5
2492,0,23,3,3,5
2494,1,77,2,1,4
2496,0,20,2,1,2
2497,1,28,2,1,5
2498,0,54,1,2,5
2500,1,32,1,2,3
2502,0,39,2,2,5
2505,0,42,1,2,4
2507,1,25,3,1,4
2509,0,52,3,6,1
2510,1,37,3,2,5
2511,0,33,2,6,4
2512,0,58,2,1,4
2514,0,33,2,1,2
2515,1,20,3,5,1
2516,0,65,3,2,5
2517,1,27,2,2,5
2519,1,22,2,1,4
2520,0,24,NA,1,2
2522,1,23,2,2,3
2523,1,41,3,2,2
2524,1,36,2,1,5
2527,0,61,3,2,4
2529,0,54,3,2,5
2530,0,35,2,2,4
2531,1,35,1,1,4
2533,1,55,2,2,4
2534,1,71,2,2,4
2535,0,60,2,6,1
2536,1,19,2,2,4
2537,0,42,2,3,2
2539,1,63,3,2,2
2541,0,28,2,1,4
2543,1,20,2,1,5
2544,1,29,2,1,5
2545,NA,23,2,1,3
2549,1,36,2,1,5
2550,1,41,3,2,4
2551,0,79,2,3,NA
2554,0,18,1,2,4
2555,1,49,3,1,4
2556,0,26,3,3,2
2557,0,41,2,3,4
2559,0,45,1,1,5
2560,1,22,1,1,5
2561,0,69,3,6,2
2563,0,16,2,6,1
2564,0,64,2,2,4
2566,1,48,3,1,4
2567,1,23,1,2,5
2569,0,72,2,2,1
2570,1,48,2,2,3
2572,0,22,2,1,2
2573,1,47,2,2,NA
2574,0,37,3,2,4
2576,0,27,2,3,NA
2577,1,39,3,1,5
2578,1,51,3,2,NA
2579,1,31,2,1,4
2582,0,71,2,2,5
2583,0,25,2,1,4
2584,1,27,3,1,4
2586,1,24,2,2,NA
2588,1,42,2,6,1
2593,0,60,2,2,3
2595,0,26,2,3,1
2597,1,68,3,2,4
2598,1,36,2,2,4
2599,0,60,3,2,2
2600,0,22,2,1,1
2601,0,20,3,1,1
2602,0,28,2,2,2
2603,1,45,2,1,5
2605,0,38,3,5,2
2606,1,25,3,1,5
2608,1,42,2,2,3
2609,1,22,NA,1,5
2610,0,16,NA,3,3
2612,1,20,2,1,4
2614,1,48,3,2,4
2615,1,65,2,1,4
2616,0,36,1,3,5
2617,0,52,3,2,2
2619,1,46,3,2,3
2621,1,19,2,2,NA
2623,1,24,3,2,1
2624,1,58,3,3,4
2626,1,42,2,2,NA
2627,1,35,2,2,2
2629,0,43,NA,2,4
2633,0,32,3,5,5
2634,1,41,2,3,3
2635,0,73,3,1,4
2638,0,61,1,1,3
2640,1,42,2,1,1
2641,0,26,2,1,3
2642,1,35,3,1,5
2643,1,57,3,1,4
2645,0,41,2,1,5
2646,1,59,1,1,5
2647,1,44,3,2,4
2648,1,30,2,2,4
2649,0,47,2,2,2
2650,1,34,1,1,5
2651,1,48,3,2,4
2653,1,23,2,2,4
2654,1,23,1,2,4
2656,1,42,3,2,4
2657,1,20,2,1,5
2658,1,54,3,1,4
2660,1,36,2,1,5
2661,1,39,3,1,4
2662,0,21,1,2,4
2663,0,76,2,1,4
2664,1,38,2,1,5
2665,0,28,1,2,1
2666,1,47,2,2,4
2668,0,67,1,1,3
2670,0,52,2,1,2
2672,0,27,2,2,4
2674,0,68,2,2,5
2676,0,42,2,6,2
2678,1,18,2,2,5
2679,1,26,1,1,4
2682,1,24,NA,2,5
2684,0,41,2,6,4
2685,1,45,2,2,2
2686,1,34,2,1,5
2690,1,73,2,1,5
2691,0,39,3,6,1
2692,1,33,2,1,5
2694,1,18,2,2,2
2695,1,21,3,2,5
2696,1,45,2,2,4
2697,0,21,2,1,3
2698,0,37,1,1,5
2700,1,47,2,2,4
2701,0,36,1,2,NA
2705,1,47,2,1,5
2708,0,17,3,5,1
2709,0,38,3,2,2
2710,1,22,2,1,5
2713,0,74,2,NA,2
2715,0,38,2,2,4
2716,0,37,2,2,5
2718,1,20,2,3,5
2719,1,34,3,3,5
2721,0,66,2,5,1
2722,1,64,2,2,4
2724,1,35,2,2,4
2725,1,52,1,1,4
2726,0,41,2,3,2
2727,1,37,2,1,5
2729,0,33,3,1,1
2730,0,45,2,2,4
2731,0,61,1,2,3
2732,1,57,3,1,4
2733,0,21,2,2,2
2734,0,50,3,3,4
2735,0,36,NA,2,2
2738,1,22,2,1,4
2740,1,41,1,1,4
2741,NA,66,2,2,4
2742,1,50,2,1,4
2743,1,23,2,2,5
2744,1,44,3,1,4
2745,1,73,2,2,4
2747,0,32,2,2,3
2748,1,22,2,2,1
2749,0,26,NA,6,2
2750,0,54,2,1,3
2753,1,74,2,6,1
2755,0,35,2,2,3
2756,1,30,2,1,4
2758,0,57,2,2,1
2759,1,30,2,1,5
2760,1,38,2,1,5
2761,0,65,2,2,3
2762,0,37,2,1,2
2770,1,47,3,2,5
2772,1,37,2,1,5
2773,1,32,3,1,2
2774,0,35,3,2,5
2775,1,28,3,6,1
2776,0,62,2,2,NA
2777,0,16,3,2,4
2778,1,49,2,1,5
2781,1,32,2,1,4
2783,1,21,3,1,4
2785,0,60,2,2,3
2787,1,29,3,2,4
2788,0,20,3,5,1
2790,0,67,3,1,2
2791,0,56,3,4,2
2793,1,42,3,2,5
2797,1,36,3,2,2
2798,0,43,1,2,3
2799,0,16,NA,2,5
2800,0,66,2,1,5
2804,1,25,3,2,5
2805,1,46,2,2,4
2808,0,22,NA,2,2
2813,0,59,2,2,4
2814,0,46,2,2,3
2816,0,44,NA,2,4
2818,1,21,2,2,4
2819,1,33,1,1,5
2820,0,69,3,6,2
2821,1,38,2,2,5
2823,1,21,2,2,5
2824,0,42,2,2,3
2825,1,36,3,2,4
2826,0,72,3,2,3
2827,0,61,2,2,4
2829,1,24,2,1,5
2830,1,23,2,1,5
2831,0,70,2,6,1
2832,0,57,1,6,2
2833,1,31,2,1,5
2835,1,35,2,6,1
2837,1,26,1,2,4
2839,1,49,3,1,4
2840,1,41,2,1,5
2841,1,50,2,2,4
2842,1,35,3,1,5
2844,0,33,2,2,4
2845,1,67,1,2,5
2847,1,56,3,3,4
2848,1,21,3,1,5
2855,1,33,2,2,5
2858,1,28,1,1,5
2859,0,48,2,2,4
2861,0,42,NA,2,2
2862,0,59,3,2,3
2863,1,20,2,1,5
2865,1,58,2,3,4
2866,0,21,3,2,3
2867,1,26,2,1,4
2870,1,35,3,1,5
2871,1,27,2,2,4
2873,0,45,2,1,5
2874,1,47,3,1,5
2876,0,30,1,1,5
2878,0,69,2,2,2
2880,0,46,3,1,2
2882,0,23,2,1,2
2883,0,27,3,1,5
2886,0,60,2,2,4
2887,0,19,3,5,2
2889,1,34,2,1,4
2891,0,45,2,3,2
2892,NA,56,2,NA,3
2893,1,30,3,1,4
2896,1,35,1,1,5
2897,0,47,3,1,5
2898,0,31,2,2,3
2900,1,29,2,1,5
2901,0,43,1,2,2
2902,1,63,2,3,4
2907,0,36,3,2,2
2908,0,16,2,2,4
2909,0,38,2,2,1
2910,0,39,3,1,3
2911,1,43,3,2,5
2912,1,31,2,1,4
2913,1,20,2,1,5
2915,1,51,3,1,5
2917,0,44,3,3,1
2920,0,28,2,1,3
2922,1,39,2,2,3
2924,1,67,2,1,5
2925,1,38,1,2,5
2926,1,33,2,2,4
2927,1,21,2,2,4
2932,0,50,3,2,3
2936,0,34,1,1,3
2937,0,51,2,6,2
2938,0,56,2,2,2
2939,1,35,2,2,4
2941,0,47,2,2,2
2942,1,35,3,2,4
2943,1,19,3,2,5
2944,0,41,2,3,2
2945,1,45,2,2,4
2947,1,20,2,2,4
2948,1,26,2,1,4
2949,0,48,2,2,4
2953,1,72,2,2,4
2954,0,51,1,2,2
2958,1,58,2,1,4
2959,0,67,2,3,3
2960,0,33,3,3,2
2962,0,26,1,1,4
2963,1,39,2,2,4
2966,1,47,3,2,4
2967,0,19,3,3,3
2968,1,23,2,2,4
2969,0,44,2,2,4
2973,0,43,3,2,1
2975,1,23,2,2,4
2978,0,53,3,1,4
2979,1,19,NA,1,5
2980,0,17,3,3,4
2981,1,34,3,1,NA
2985,0,18,2,1,2
2986,0,29,3,2,1
2989,1,17,3,1,2
2995,1,54,2,2,4
2997,0,29,2,1,2
2998,0,29,3,2,2
2999,1,39,2,3,4
3000,1,24,2,1,4
3003,0,18,2,3,2
3004,1,44,2,1,4
3005,1,35,2,1,5
3006,1,27,3,2,5
3007,0,18,2,3,4
3009,1,39,2,2,4
3010,1,65,2,2,4
3011,1,35,2,1,5
3012,0,21,2,5,1
3014,1,22,2,2,NA
3015,1,49,3,1,4
3017,0,36,2,2,4
3018,0,63,2,1,1
3019,0,23,1,3,3
3021,1,77,3,3,1
3023,0,16,1,1,3
3024,1,31,3,1,5
3026,1,22,2,2,4
3027,0,62,2,5,2
3028,1,35,2,1,4
3029,0,50,3,2,2
3030,0,76,2,6,1
3032,1,61,3,6,3
3034,1,38,2,2,2
3035,1,24,2,2,2
3040,1,18,1,2,NA
3041,1,64,2,2,4
3042,0,70,3,1,2
3044,1,19,2,2,3
3046,1,44,NA,1,4
3047,1,21,3,5,1
3048,1,49,2,2,5
3050,1,45,2,3,2
3051,1,29,1,2,3
3052,1,32,2,2,5
3053,0,19,2,1,5
3055,0,42,2,3,4
3057,1,34,2,2,2
3059,0,23,3,3,5
3060,1,62,2,6,1
3061,1,34,2,2,4
3062,1,39,2,4,2
3063,1,30,2,2,2
3064,1,25,3,2,3
3065,1,48,3,2,5
3067,1,46,2,2,5
3069,1,41,1,2,5
3072,1,41,3,1,5
3073,0,33,1,2,3
3075,0,18,3,2,5
3076,1,29,NA,1,4
3079,1,31,NA,3,3
3080,1,70,2,2,4
3082,1,37,2,1,5
3083,1,63,3,2,2
3084,1,43,1,1,4
3086,1,51,2,1,4
3087,1,30,2,1,4
3088,1,53,2,2,1
3089,1,34,2,1,4
3091,1,21,3,2,1
3092,1,31,2,1,4
3093,1,38,1,2,NA
3095,1,48,3,1,3
3097,1,38,2,2,4
3099,1,21,2,1,1
3100,1,21,2,1,5
3101,1,39,2,2,5
3102,0,19,2,5,4
3104,0,16,2,1,4
3105,1,50,2,3,4
3108,0,71,2,2,3
3109,1,29,2,2,3
3110,1,23,2,1,3
3112,0,42,2,2,4
3115,1,57,3,1,4
3116,1,47,2,2,4
3117,0,55,2,2,2
3120,1,58,2,1,5
3121,1,57,3,1,1
3122,1,25,1,1,4
3124,0,68,2,2,NA
3125,1,20,2,2,4
3126,1,26,1,6,3
3127,1,40,1,2,4
3128,0,47,2,2,4
3129,1,30,1,1,5
3130,0,17,3,1,4
3131,0,23,2,2,4
3132,1,25,2,1,4
3134,1,36,3,1,5
3137,1,43,3,1,4
3140,1,43,3,1,3
3141,1,27,2,2,4
3142,0,67,3,4,4
3143,0,18,2,1,3
3144,0,45,2,3,5
3146,0,29,3,1,5
3147,1,32,2,2,2
3149,0,51,2,1,2
3151,1,75,2,1,3
3154,1,22,2,1,5
3155,1,18,2,1,1
3157,1,50,3,2,4
3158,1,32,2,1,3
3160,1,29,3,2,NA
3163,1,42,2,1,4
3164,1,30,2,1,NA
3166,1,39,2,2,5
3167,1,32,3,2,2
3169,1,43,3,3,4
3172,0,57,2,4,2
3173,0,37,2,1,2
3175,0,50,2,3,2
3176,1,37,2,1,4
3177,0,67,1,2,5
3178,1,29,1,1,5
3181,1,40,2,2,2
3182,1,29,3,5,1
3183,1,42,2,1,1
3184,1,40,3,2,5
3185,1,62,3,1,2
3186,1,57,2,2,5
3188,0,73,2,2,NA
3190,1,34,NA,1,4
3194,1,32,3,1,5
3195,1,25,2,1,5
3196,0,65,2,NA,2
3203,1,50,2,2,5
3205,1,18,2,1,5
3207,1,45,3,1,4
3208,1,33,2,1,5
3211,0,59,3,3,2
3214,1,23,2,1,5
3216,1,33,2,1,4
3219,1,20,2,1,5
3220,0,42,1,1,4
3221,1,48,3,4,4
3222,0,29,2,1,4
3224,0,27,2,2,3
3225,1,24,2,1,4
3226,1,21,2,3,2
3227,0,57,2,6,2
3228,1,51,3,1,5
3229,0,49,2,1,5
3230,1,36,2,2,5
3233,1,65,2,3,1
3234,0,66,1,2,4
3237,1,32,2,3,4
3240,0,61,2,2,1
3241,1,29,2,2,1
3243,0,28,1,1,5
3244,0,41,3,2,4
3246,1,23,3,2,2
3248,1,49,3,2,4
3249,1,41,3,1,5
3251,1,27,2,1,4
3253,1,57,3,4,3
3258,0,56,2,2,3
3260,1,24,NA,1,4
3261,0,38,2,2,4
3262,1,73,2,6,1
3263,1,36,2,5,1
3265,1,66,2,2,4
3266,1,35,NA,1,4
3268,1,46,2,2,NA
3270,1,41,3,1,4
3272,1,65,3,6,1
3273,0,65,1,2,5
3274,1,23,2,1,5
3275,1,26,2,1,2
3276,1,55,3,4,2
3277,1,40,3,4,3
3278,1,23,1,1,5
3279,0,63,2,3,1
3284,1,61,2,2,4
3285,0,65,2,2,3
3286,1,46,3,2,4
3288,1,32,2,4,2
3289,1,73,2,1,4
3290,1,28,2,2,4
3291,0,17,1,2,5
3292,1,19,3,1,5
3293,1,32,1,3,5
3295,1,31,2,1,4
3297,1,25,2,1,4
3298,0,44,3,1,5
3299,1,24,3,2,4
3301,1,60,3,1,3
3302,1,21,2,1,3
3303,1,38,3,5,1
3305,1,42,3,2,5
3307,1,41,3,1,5
3310,1,44,2,1,5
3311,1,64,2,2,NA
3312,1,32,2,6,2
3313,0,16,3,2,5
3314,1,32,2,2,5
3315,0,68,2,2,5
3316,1,20,2,1,4
3318,1,61,2,2,5
3320,0,32,1,2,5
3321,1,68,2,2,5
3324,1,25,2,2,2
3325,0,76,3,2,4
3327,1,79,3,2,4
3328,1,19,2,2,4
3330,1,35,2,3,5
3331,1,24,2,2,4
3333,1,50,2,3,4
3334,1,37,3,2,3
3335,1,45,3,3,2
3336,0,46,1,1,4
3337,1,42,3,2,4
3339,0,24,2,1,3
3340,0,56,2,3,5
3341,1,61,2,2,2
3342,1,69,2,3,2
3343,0,18,2,2,5
3345,1,38,3,6,1
3346,1,68,1,3,3
3351,1,21,1,1,4
3352,1,32,2,2,3
3353,0,64,2,5,1
3354,1,25,3,1,5
3355,1,25,2,3,4
3356,1,41,2,2,5
3358,1,25,2,2,3
3359,0,24,2,1,NA
3360,1,23,2,3,5
3362,1,27,2,2,2
3363,0,16,2,2,NA
3364,1,50,2,2,4
3365,1,47,2,2,4
3366,1,26,3,1,5
3368,1,23,2,1,5
3369,0,26,2,1,5
3370,1,18,3,1,4
3372,0,25,2,1,1
3373,0,57,2,2,2
3374,1,34,2,1,4
3376,1,29,2,2,3
3379,1,61,2,3,2
3380,1,46,2,2,4
3382,1,74,2,3,NA
3385,1,32,3,2,4
3387,1,20,3,2,4
3389,1,26,2,1,3
3390,0,22,2,1,4
3394,0,29,2,1,5
3395,1,22,2,3,5
3398,1,26,2,1,5
3402,1,39,2,3,3
3403,1,37,3,1,5
3404,1,59,2,1,3
3408,1,37,2,1,2
3409,0,33,3,1,5
3410,1,32,3,1,4
3411,1,25,2,1,5
3412,1,25,2,1,5
3413,1,70,2,2,4
3415,0,35,NA,2,3
3416,0,52,NA,NA,2
3419,1,52,3,1,4
3423,0,37,2,2,3
3426,1,27,2,2,4
3427,1,20,2,2,3
3428,1,61,3,2,3
3429,1,29,2,3,1
3430,1,33,2,1,5
3432,0,34,1,1,3
3434,1,26,2,2,4
3435,0,17,2,2,4
3436,1,17,1,1,5
3442,0,64,3,1,4
3443,1,44,3,2,4
3444,1,37,2,3,2
3448,0,30,2,2,2
3449,1,21,NA,2,4
3450,1,57,3,2,4
3454,1,48,2,6,1
3456,1,61,3,2,4
3457,0,57,2,2,5
3459,1,40,2,2,4
3460,1,74,2,3,1
3461,0,59,2,2,4
3463,1,31,2,3,4
3464,0,16,1,2,4
3466,1,26,2,5,2
3469,1,37,2,5,1
3470,0,45,2,2,4
3471,0,16,1,2,5
3473,1,29,2,3,4
3476,0,32,1,1,5
3478,1,46,3,1,5
3480,0,56,2,2,5
3481,1,21,NA,1,4
3482,1,46,2,2,4
3483,1,21,1,1,4
3484,1,19,3,2,3
3485,1,23,3,2,4
3486,1,53,2,1,4
3487,0,44,3,2,3
3488,0,76,2,3,1
3491,1,70,3,5,1
3492,1,29,2,2,4
3496,1,28,3,2,NA
3497,1,35,2,1,4
3499,1,49,2,3,4
