"","Trust_politicians","vote","happy","gender","house_income"
"972",4,"Yes",7,"Male",7
"973",7,"Yes",8,"Female",5
"974",4,"Yes",10,"Male",6
"975",3,"Yes",5,"Female",2
"976",8,"Yes",8,"Male",9
"977",4,"Yes",10,"Male",4
"978",5,"Yes",8,"Female",8
"979",6,"Yes",8,"Female",10
"980",5,"Yes",8,"Male",3
"981",8,"Yes",10,"Male",7
"982",6,"Yes",8,"Male",10
"983",8,"Yes",9,"Female",10
"984",4,"Yes",10,"Female",5
"985",4,"Yes",10,"Female",5
"986",6,"Yes",9,"Female",1
"987",7,"No",9,"Male",3
"988",7,"Yes",9,"Female",9
"989",8,"Yes",8,"Male",4
"990",6,"Yes",9,"Male",9
"991",6,"No",9,"Female",10
"992",5,"Yes",10,"Female",4
"993",5,"Yes",8,"Male",3
"994",5,"Yes",8,"Male",2
"995",7,"No",9,"Male",9
"996",1,"Yes",5,"Male",2
"997",7,"Not eligible to vote",3,"Female",5
"998",5,"Yes",10,"Male",3
"999",5,"Yes",7,"Female",10
"1000",3,"Yes",9,"Male",3
"1001",5,"Yes",7,"Male",10
"1002",4,"Yes",8,"Male",4
"1003",2,"No",9,"Female",10
"1004",5,"No",9,"Female",7
"1005",8,"Yes",9,"Female",7
"1006",4,"Not eligible to vote",8,"Male",4
"1007",6,"Yes",7,"Female",2
"1008",3,"Yes",8,"Male",8
"1009",4,"Yes",9,"Male",3
"1010",7,"Yes",9,"Male",6
"1011",5,NA,7,"Female",1
"1012",4,"Yes",10,"Male",4
"1013",6,"Yes",10,"Female",8
"1014",7,"Yes",10,"Female",1
"1015",NA,"Not eligible to vote",8,"Female",1
"1016",2,"Yes",NA,"Male",7
"1017",7,"Not eligible to vote",10,"Male",4
"1018",0,"Yes",8,"Male",3
"1019",4,"Yes",9,"Female",3
"1020",5,"No",10,"Female",4
"1021",7,"Yes",8,"Female",6
"1022",2,"No",4,"Female",10
"1023",7,"Yes",8,"Male",3
"1024",4,"Not eligible to vote",9,"Male",10
"1025",6,"Yes",7,"Male",3
"1026",1,"Yes",9,"Male",4
"1027",5,"Yes",7,"Male",3
"1028",5,"Yes",8,"Male",2
"1029",5,"Yes",9,"Female",1
"1030",8,"Not eligible to vote",8,"Female",1
"1031",3,"Yes",7,"Female",7
"1032",5,"Yes",7,"Male",5
"1033",4,"Yes",5,"Female",6
"1034",10,"Not eligible to vote",9,"Male",NA
"1035",2,"Yes",5,"Female",3
"1036",6,"Yes",9,"Male",9
"1037",6,"Yes",9,"Male",4
"1038",4,"No",8,"Male",5
"1039",3,"Yes",7,"Female",4
"1040",8,"Yes",6,"Female",4
"1041",7,"Not eligible to vote",9,"Male",NA
"1042",6,"Yes",8,"Male",2
"1043",8,"Yes",7,"Male",2
"1044",7,"Not eligible to vote",9,"Male",NA
"1045",3,"Yes",7,"Female",6
"1046",6,"Yes",9,"Male",7
"1047",8,"Yes",7,"Male",4
"1048",7,"Yes",8,"Male",3
"1049",4,"Yes",7,"Male",3
"1050",7,"Yes",7,"Male",1
"1051",6,"Yes",7,"Female",9
"1052",1,"No",9,"Male",8
"1053",6,"No",8,"Male",4
"1054",4,"Yes",8,"Male",4
"1055",6,"Yes",9,"Male",7
"1056",7,"Yes",8,"Female",7
"1057",6,"Yes",6,"Male",4
"1058",7,"Yes",8,"Female",7
"1059",10,"No",10,"Female",NA
"1060",7,"Yes",7,"Male",4
"1061",4,"Yes",7,"Female",6
"1062",5,"Yes",8,"Male",5
"1063",5,"No",5,"Male",2
"1064",5,"Yes",6,"Male",2
"1065",6,"Yes",8,"Female",3
"1066",6,"Not eligible to vote",7,"Male",1
"1067",5,"Yes",9,"Male",2
"1068",4,"Yes",9,"Male",3
"1069",7,"Yes",7,"Male",9
"1070",5,"Yes",6,"Male",2
"1071",3,"Yes",10,"Male",2
"1072",3,"Yes",9,"Female",7
"1073",7,"Not eligible to vote",8,"Male",10
"1074",7,"Yes",7,"Male",4
"1075",8,"No",8,"Male",5
"1076",7,"Yes",10,"Female",8
"1077",4,"Yes",9,"Male",10
"1078",1,"No",9,"Female",1
"1079",8,"Not eligible to vote",10,"Female",1
"1080",8,"Yes",9,"Female",2
"1081",NA,"Yes",8,"Male",6
"1082",0,"Not eligible to vote",8,"Male",10
"1083",5,"Yes",9,"Female",NA
"1084",8,"Yes",7,"Female",1
"1085",6,"Yes",9,"Male",6
"1086",5,"Yes",8,"Female",5
"1087",6,"Yes",10,"Female",2
"1088",5,"Not eligible to vote",10,"Female",1
"1089",5,"Yes",4,"Male",1
"1090",7,"Yes",9,"Male",7
"1091",6,"Not eligible to vote",9,"Male",4
"1092",7,"No",8,"Male",1
"1093",7,"Yes",9,"Female",7
"1094",3,"Yes",8,"Male",7
"1095",7,"Not eligible to vote",8,"Female",4
"1096",8,"Not eligible to vote",10,"Male",NA
"1097",7,"Yes",9,"Female",9
"1098",5,"No",10,"Female",1
"1099",5,"Yes",9,"Male",3
"1100",2,"Yes",3,"Male",7
"1101",7,"Not eligible to vote",7,"Male",1
"1102",6,"Yes",10,"Male",4
"1103",7,"Yes",10,"Female",8
"1104",7,"Not eligible to vote",8,"Male",10
"1105",4,"Yes",6,"Female",5
"1106",3,"Yes",9,"Male",9
"1107",8,"Yes",8,"Male",9
"1108",3,"Yes",10,"Female",2
"1109",4,"Yes",9,"Male",9
"1110",6,"Yes",6,"Male",9
"1111",6,"Yes",8,"Male",10
"1112",8,"Yes",10,"Female",3
"1113",5,"No",10,"Female",5
"1114",4,"Yes",5,"Female",3
"1115",8,"Yes",8,"Female",1
"1116",5,"Yes",7,"Male",7
"1117",3,"No",7,"Female",6
"1118",2,"Yes",7,"Male",6
"1119",5,"Yes",8,"Male",2
"1120",5,"Yes",6,"Female",10
"1121",3,"Not eligible to vote",8,"Male",3
"1122",3,"Yes",10,"Male",10
"1123",7,"Yes",8,"Male",6
"1124",7,"Not eligible to vote",8,"Male",10
"1125",5,"Yes",8,"Male",6
"1126",4,"No",9,"Female",8
"1127",7,"Yes",6,"Female",9
"1128",7,"No",8,"Male",5
"1129",5,"Not eligible to vote",8,"Female",1
"1130",6,"Yes",9,"Female",1
"1131",4,"Yes",7,"Male",5
"1132",8,"Yes",8,"Male",1
"1133",0,"Yes",7,"Male",1
"1134",5,"Yes",7,"Male",5
"1135",8,"No",10,"Female",5
"1136",0,"No",10,"Male",9
"1137",5,"Yes",9,"Female",4
"1138",5,"Yes",8,"Male",2
"1139",5,"Yes",9,"Female",3
"1140",5,"Yes",8,"Female",7
"1141",8,"Not eligible to vote",8,"Male",4
"1142",3,"No",7,"Male",9
"1143",6,"Yes",8,"Male",5
"1144",6,"Yes",8,"Female",5
"1145",4,"Yes",7,"Female",3
"1146",8,"Not eligible to vote",9,"Male",9
"1147",8,"Yes",9,"Female",NA
"1148",4,"Yes",6,"Female",3
"1149",4,"Yes",10,"Male",8
"1150",7,"Yes",10,"Female",7
"1151",5,"No",3,"Male",1
"1152",NA,"No",6,"Male",2
"1153",7,"Yes",7,"Female",2
"1154",4,"Yes",7,"Male",4
"1155",3,"No",3,"Female",10
"1156",6,"Yes",8,"Male",5
"1157",6,"Yes",5,"Male",3
"1158",5,"Yes",8,"Female",2
"1159",8,"Yes",10,"Male",5
"1160",7,"Yes",9,"Male",4
"1161",5,"Yes",8,"Female",7
"1162",6,"Yes",9,"Female",10
"1163",7,"Yes",7,"Female",2
"1164",4,"Yes",7,"Female",7
"1165",6,"No",8,"Male",9
"1166",7,"Not eligible to vote",9,"Male",4
"1167",7,"Yes",4,"Male",7
"1168",2,"Yes",6,"Male",8
"1169",5,"Yes",7,"Male",9
"1170",6,"Yes",8,"Male",10
"1171",3,"Yes",7,"Female",6
"1172",5,"Yes",8,"Male",7
"1173",6,"Not eligible to vote",10,"Female",4
"1174",3,"Yes",2,"Female",1
"1175",3,"Yes",10,"Female",1
"1176",4,"Yes",9,"Male",5
"1177",6,"Yes",8,"Female",7
"1178",7,"No",10,"Male",6
"1179",3,"Yes",8,"Female",7
"1180",0,"Yes",9,"Male",5
"1181",6,"Yes",8,"Male",9
"1182",7,"Yes",8,"Female",1
"1183",7,"Yes",9,"Female",8
"1184",7,"Yes",9,"Male",8
"1185",4,"Not eligible to vote",8,"Male",NA
"1186",4,"Not eligible to vote",7,"Female",NA
"1187",7,"Not eligible to vote",8,"Female",2
"1188",0,"No",3,"Female",1
"1189",6,"Yes",8,"Female",2
"1190",5,"Yes",6,"Male",2
"1191",5,"Yes",10,"Male",9
"1192",3,"Yes",9,"Male",3
"1193",4,"No",9,"Male",6
"1194",7,"Yes",10,"Male",5
"1195",7,"Not eligible to vote",9,"Female",4
"1196",7,"Yes",7,"Female",6
"1197",4,"Yes",9,"Female",8
"1198",6,"Yes",9,"Male",7
"1199",7,"Yes",9,"Male",5
"1200",5,"Yes",7,"Male",3
"1201",8,"Yes",7,"Female",8
"1202",5,"Yes",6,"Female",NA
"1203",7,"Yes",9,"Female",8
"1204",6,"Yes",9,"Male",1
"1205",6,"Yes",7,"Male",3
"1206",3,"Yes",9,"Female",10
"1207",6,"Yes",8,"Male",5
"1208",4,"No",10,"Male",2
"1209",6,"Yes",10,"Female",9
"1210",7,"Yes",7,"Female",9
"1211",6,"Yes",10,"Male",10
"1212",6,"Yes",8,"Male",2
"1213",4,"Yes",9,"Female",4
"1214",4,"Yes",5,"Female",1
"1215",4,"Yes",8,"Female",2
"1216",5,"Not eligible to vote",7,"Male",4
"1217",8,"Yes",7,"Male",8
"1218",4,"Yes",5,"Female",8
"1219",5,"Yes",9,"Female",7
"1220",0,"Yes",10,"Male",2
"1221",7,"Yes",9,"Male",8
"1222",6,"Yes",7,"Female",2
"1223",8,"Yes",9,"Male",7
"1224",5,"Yes",9,"Female",9
"1225",4,"No",4,"Female",4
"1226",7,"Yes",9,"Female",4
"1227",4,"Yes",7,"Female",3
"1228",5,"Yes",8,"Male",8
"1229",5,"Yes",7,"Male",2
"1230",2,"Yes",6,"Male",6
"1231",6,"Yes",9,"Female",4
"1232",7,"Yes",9,"Female",9
"1233",8,"Yes",10,"Female",8
"1234",6,"Yes",9,"Male",3
"1235",6,"No",7,"Male",8
"1236",6,"Yes",10,"Female",9
"1237",7,"Yes",7,"Male",9
"1238",7,"Yes",8,"Female",1
"1239",7,"Yes",8,"Male",4
"1240",7,"Not eligible to vote",8,"Female",NA
"1241",0,"Yes",8,"Female",2
"1242",5,"Yes",9,"Female",2
"1243",5,"Yes",8,"Male",5
"1244",3,"Yes",6,"Female",1
"1245",5,"No",8,"Female",3
"1246",6,"Yes",10,"Female",2
"1247",7,"Yes",10,"Male",7
"1248",5,"Yes",8,"Male",2
"1249",4,"Yes",7,"Male",7
"1250",8,"Yes",10,"Female",10
"1251",7,"Yes",8,"Male",3
"1252",7,"Yes",7,"Male",NA
"1253",6,"No",6,"Male",5
"1254",5,"Yes",9,"Female",4
"1255",5,"Yes",8,"Male",8
"1256",7,"Yes",8,"Female",4
"1257",6,"Yes",9,"Male",10
"1258",6,"Yes",10,"Male",4
"1259",6,"Yes",9,"Male",5
"1260",6,"Yes",8,"Male",8
"1261",6,"Yes",8,"Male",1
"1262",5,"Yes",9,"Female",4
"1263",4,"Yes",6,"Male",4
"1264",5,"Not eligible to vote",9,"Male",9
"1265",1,"Yes",3,"Male",1
"1266",0,"Not eligible to vote",8,"Male",1
"1267",6,"Yes",6,"Male",7
"1268",6,"Yes",5,"Female",4
"1269",3,"Yes",9,"Male",3
"1270",6,"Yes",8,"Male",8
"1271",5,"Yes",8,"Male",10
"1272",6,"Yes",8,"Female",2
"1273",4,"Yes",9,"Female",5
"1274",6,"Yes",7,"Male",5
"1275",7,"Yes",8,"Female",2
"1276",7,"Yes",10,"Male",8
"1277",6,"Yes",9,"Female",2
"1278",9,"Not eligible to vote",8,"Male",7
"1279",9,"Yes",8,"Female",6
"1280",6,"Not eligible to vote",8,"Male",1
"1281",6,"Yes",9,"Male",4
"1282",2,"Yes",8,"Male",3
"1283",2,"Yes",8,"Female",2
"1284",6,"Yes",9,"Male",4
"1285",6,"Yes",9,"Female",3
"1286",7,"Yes",7,"Male",1
"1287",6,"No",9,"Female",5
"1288",8,"Yes",9,"Male",5
"1289",6,"Yes",8,"Male",3
"1290",3,"Yes",6,"Female",2
"1291",5,"Yes",7,"Male",3
"1292",8,"Yes",8,"Female",6
"1293",6,"Yes",9,"Male",5
"1294",5,"No",10,"Male",2
"1295",4,"Yes",7,"Female",10
"1296",6,"Not eligible to vote",8,"Male",NA
"1297",6,"Yes",8,"Female",6
"1298",6,"Yes",9,"Male",5
"1299",3,"Yes",8,"Female",10
"1300",6,"Yes",9,"Female",8
"1301",9,"Yes",9,"Female",4
"1302",6,"Yes",8,"Female",8
"1303",5,"Yes",10,"Male",6
"1304",5,"Yes",8,"Male",2
"1305",5,"Yes",10,"Male",1
"1306",4,"Yes",9,"Male",10
"1307",5,"Yes",7,"Female",3
"1308",6,"Yes",10,"Female",6
"1309",5,"Yes",6,"Male",7
"1310",4,"Yes",8,"Male",5
"1311",7,"Yes",8,"Female",2
"1312",8,"Yes",9,"Female",NA
"1313",5,"Yes",10,"Female",10
"1314",4,"Yes",8,"Male",10
"1315",7,"Yes",9,"Female",4
"1316",5,"Yes",7,"Female",10
"1317",5,"Yes",7,"Male",6
"1318",5,"No",7,"Male",3
"1319",10,"Not eligible to vote",8,"Female",NA
"1320",5,"Yes",10,"Female",NA
"1321",4,"No",8,"Male",3
"1322",NA,"No",6,"Male",1
"1323",7,"Yes",5,"Female",NA
"1324",3,"Yes",9,"Female",NA
"1325",7,"Yes",8,"Female",10
"1326",6,"Yes",8,"Male",2
"1327",8,"Yes",8,"Male",5
"1328",3,"Not eligible to vote",10,"Female",2
"1329",2,"Yes",8,"Male",4
"1330",6,"Yes",8,"Female",4
"1331",6,"Yes",9,"Male",10
"1332",5,"No",10,"Male",4
"1333",4,"Yes",8,"Male",1
"1334",6,"Yes",8,"Female",5
"1335",6,"Yes",9,"Female",9
"1336",7,"Yes",9,"Male",6
"1337",7,"Yes",3,"Female",2
"1338",5,"Yes",3,"Female",2
"1339",5,"Not eligible to vote",10,"Male",8
"1340",7,"Yes",9,"Female",5
"1341",7,"Yes",10,"Male",7
"1342",2,"No",5,"Female",6
"1343",5,"Not eligible to vote",9,"Male",2
"1344",2,"Not eligible to vote",4,"Female",3
"1345",2,"Yes",5,"Female",2
"1346",3,"Yes",8,"Male",1
"1347",4,"Yes",8,"Male",3
"1348",0,"Yes",10,"Male",6
"1349",6,"Yes",7,"Female",5
"1350",2,"Yes",5,"Male",6
"1351",4,"Yes",6,"Female",5
"1352",3,"Not eligible to vote",9,"Male",7
"1353",2,"Yes",10,"Male",7
"1354",7,"Yes",9,"Male",4
"1355",6,"Yes",9,"Male",5
"1356",7,"Yes",10,"Female",4
"1357",4,"Yes",10,"Female",4
"1358",5,"Yes",9,"Male",8
"1359",3,"Yes",5,"Male",8
"1360",2,"Yes",7,"Male",5
"1361",5,"Yes",9,"Female",3
"1362",5,"Yes",9,"Female",4
"1363",6,"Not eligible to vote",9,"Male",2
"1364",5,"No",9,"Female",2
"1365",1,"Yes",3,"Female",4
"1366",5,"Yes",8,"Male",1
"1367",2,"No",5,"Female",1
"1368",6,"Yes",9,"Male",5
"1369",4,"No",10,"Female",2
"1370",6,"No",6,"Male",1
"1371",2,"Yes",8,"Female",1
"1372",7,"Not eligible to vote",8,"Male",1
"1373",5,"Yes",8,"Male",4
"1374",5,"Not eligible to vote",9,"Male",4
"1375",5,"Yes",8,"Male",5
"1376",7,"Yes",9,"Female",6
"1377",6,"Yes",8,"Female",4
"1378",3,"No",4,"Male",2
"1379",5,"Yes",7,"Female",7
"1380",5,"Yes",9,"Female",10
"1381",3,"Yes",7,"Female",3
"1382",5,"No",10,"Female",1
"1383",5,"Yes",7,"Female",1
"1384",1,"Yes",5,"Male",3
"1385",0,"Yes",10,"Male",2
"1386",6,"Not eligible to vote",8,"Female",1
"1387",6,"Yes",7,"Male",3
"1388",4,"Yes",8,"Female",8
"1389",1,"Yes",9,"Male",8
"1390",4,"Yes",8,"Female",9
"1391",5,"Not eligible to vote",10,"Male",10
"1392",8,"Yes",10,"Male",3
"1393",6,"Yes",8,"Female",9
"1394",3,"Yes",5,"Female",4
"1395",5,"Yes",8,"Female",2
"1396",6,"Yes",1,"Female",6
"1397",5,"Yes",7,"Female",4
"1398",4,"Yes",8,"Male",2
"1399",8,"Yes",8,"Female",1
"1400",5,"Yes",9,"Male",5
"1401",7,"Not eligible to vote",8,"Male",NA
"1402",1,"Yes",10,"Female",9
"1403",4,"Yes",10,"Female",NA
"1404",4,"Yes",7,"Female",1
"1405",5,"No",10,"Male",6
"1406",7,"Yes",8,"Female",8
"1407",3,"No",7,"Female",4
"1408",8,"Yes",7,"Female",4
"1409",3,"Yes",9,"Female",4
"1410",2,"Yes",10,"Female",10
"1411",5,"No",6,"Female",2
"1412",6,"Not eligible to vote",8,"Male",NA
"1413",8,"Yes",10,"Male",8
"1414",6,"Yes",8,"Male",8
"1415",7,"Yes",8,"Male",6
"1416",4,"Not eligible to vote",9,"Male",5
"1417",4,"Yes",8,"Female",8
"1418",6,"Yes",7,"Female",8
"1419",4,"Not eligible to vote",5,"Male",NA
"1420",3,"Yes",6,"Female",2
"1421",5,"No",7,"Male",7
"1422",3,"Yes",8,"Male",3
"1423",5,"Yes",9,"Female",4
"1424",0,"No",9,"Male",1
"1425",4,"Yes",6,"Female",2
"1426",3,"Yes",10,"Male",5
"1427",5,"Yes",5,"Male",NA
"1428",7,"Not eligible to vote",9,"Male",8
"1429",5,"Yes",8,"Male",NA
"1430",6,"Not eligible to vote",6,"Female",9
"1431",9,"Yes",10,"Female",5
"1432",7,"Yes",8,"Female",3
"1433",7,"Yes",9,"Female",10
"1434",8,"Yes",8,"Male",3
"1435",2,"Yes",8,"Male",8
"1436",6,"Yes",8,"Male",8
